"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"2223749","","1042","6:0 Hexanoic (Caproic)"
"2223750","","1042","7:0 Heptanoic (Enanthic)"
"2223751","0.001","1042","8:0 Octanoic (Caprylic)"
"2223752","","1042","9:0 Nonanoic (Pelargonic)"
"2223753","0.01","1042","Total Cis MUFA"
"2223754","0.01","1042","Total Cis PUFA"
"2223755","0.04","1042","Total SFA"
"2223756","","1042","Total Trans FA"
"2223757","0.11","1040","Alanine"
"2223758","0.12","1040","Arginine"
"2223759","0.27","1040","Aspartic Acid"
"2223760","0.04","1040","Cysteine"
"2223761","0.77","1040","Glutamic Acid"
"2223762","0.07","1040","Glycine"
"2223763","0.09","1040","Histidine"
"2223764","0.01","1040","Hydroxyproline"
"2223765","0.16","1040","Isoleucine"
"2223766","0.32","1040","Leucine"
"2223767","0.3","1040","Lysine"
"2223768","0.09","1040","Methionine"
"2223769","0.15","1040","Phenylalanine"
"2223770","0.3","1040","Proline"
"2223771","0.18","1040","Serine"
"2223772","0.15","1040","Threonine"
"2223773","0.05","1040","Tryptophan"
"2223774","0.15","1040","Tyrosine"
"2223775","0.2","1040","Valine"
"2223776","0.74","1022","Ash"
"2223777","0.07","1019","Fat - Mojonnier"
"2223778","90.8","1027","Moisture - Forced Air Oven"
"2223779","0.49","1018","Nitrogen - Kjeldahl"
"2223780","0.03","1045","25 Hydroxy Vitamin D "
"2223781","0.1","1045","Total Vitamin D2 (mcg units)"
"2223782","0.966","1045","Total Vitamin D3 (mcg units)"
"2223783","3.21","1010","Selenium"
"2223784","","1051","alpha-Carotene"
"2223785","","1051","alpha-Cryptoxanthin"
"2223786","","1051","beta-Cryptoxanthin"
"2223787","","1051","cis-beta-Carotene"
"2223788","","1051","cis-Lutein/Zeaxanthin"
"2223789","","1051","cis-Lycopene"
"2223790","","1051","Lutein"
"2223791","","1051","Total beta-Carotene "
"2223792","","1051","Total Lycopene"
"2223793","","1051","trans-beta-Carotene"
"2223794","","1051","trans-Lycopene"
"2223795","","1051","Zeaxanthin"
"2223796","","1052","alpha-Tocopherol"
"2223797","","1052","alpha-Tocotrienol"
"2223798","","1052","beta-Tocopherol"
"2223799","","1052","beta-Tocotrienol"
"2223800","","1052","delta-Tocopherol"
"2223801","","1052","delta-Tocotrienol"
"2223802","","1052","gamma-Tocopherol"
"2223803","","1052","gamma-Tocotrienol"
"2223804","0.782","1043","Betaine"
"2223805","3.49","1043","Choline"
"2223806","10.7","1043","GPC"
"2223807","1.61","1043","PCho"
"2223808","0.767","1043","PtdCho"
"2223809","0.925","1043","SM"
"2223810","17.5","1043","Total Cho"
"2223811","134","1009","Calcium"
"2223812","0.00567","1009","Copper"
"2223813","0.0497","1009","Iron"
"2223814","13","1009","Magnesium"
"2223815","0.00249","1009","Manganese"
"2223816","109","1009","Phosphorus"
"2223817","160","1009","Potassium"
"2223818","39.7","1009","Sodium"
"2223819","0.451","1009","Zinc"
"2223820","6","1017","Folates (may contain folic acid)"
"2223821","0.1","1014","Niacin"
"2223822","3.21","1010","Selenium"
"2223823","2.46","1061","Cholesterol"
"2223824","2.45","1061","Cholesterol"
"2223825","0.11","1057","Total Lipid"
"2223826","0.15","1066","Fructose"
"2223827","0.15","1066","Galactose"
"2223828","0.15","1066","Glucose"
"2223829","5.04","1066","Lactose"
"2223830","0.15","1066","Maltose"
"2223831","0.15","1066","Sucrose"
"2223832","0.054","1034","Vitamin B1 (Thiamine HCl)"
"2223833","0.715","1039","Vitamin B12"
"2223834","0.134","1035","Vitamin B2 (riboflavin)"
"2223835","0.056","1072","Vitamin B6 (pyridoxine HCL)"
"2223838","0.74","1022","Ash"
"2223839","0.05","1019","Fat - Mojonnier"
"2223840","90.8","1027","Moisture - Forced Air Oven"
"2223841","0.56","1018","Nitrogen - Kjeldahl"
"2223842","0.03","1045","25 Hydroxy Vitamin D "
"2223843","0.1","1045","Total Vitamin D2 (mcg units)"
"2223844","0.955","1045","Total Vitamin D3 (mcg units)"
"2223845","2.33","1061","Cholesterol"
"2223847","0.93","1022","Ash"
"2223848","0.08","1019","Fat - Mojonnier"
"2223849","91.2","1027","Moisture - Forced Air Oven"
"2223850","0.5","1018","Nitrogen - Kjeldahl"
"2223851","0.03","1045","25 Hydroxy Vitamin D "
"2223852","0.1","1045","Total Vitamin D2 (mcg units)"
"2223853","0.8","1045","Total Vitamin D3 (mcg units)"
"2223854","3.06","1061","Cholesterol"
"2223855","0.11","1057","Total Lipid"
"2223857","0.75","1022","Ash"
"2223858","0.04","1019","Fat - Mojonnier"
"2223859","90.8","1027","Moisture - Forced Air Oven"
"2223860","0.57","1018","Nitrogen - Kjeldahl"
"2223861","0.03","1045","25-Hydroxy Vitamin D"
"2223862","0.1","1045","Total Vitamin D2 (mcg units)"
"2223863","1.3","1045","Total Vitamin D3 (mcg units)"
"2223864","2.63","1061","Cholesterol"
"2223866","0.75","1022","Ash"
"2223867","0.1","1019","Fat - Mojonnier"
"2223868","90.7","1027","Moisture - Forced Air Oven"
"2223869","0.5","1018","Nitrogen - Kjeldahl"
"2223870","0.03","1045","25-Hydroxy Vitamin D"
"2223871","0.1","1045","Total Vitamin D2 (mcg units)"
"2223872","1.01","1045","Total Vitamin D3 (mcg units)"
"2223873","2.57","1061","Cholesterol"
"2223875","0.76","1022","Ash"
"2223876","0.1","1019","Fat - Mojonnier"
"2223877","90.8","1027","Moisture - Forced Air Oven"
"2223878","0.49","1018","Nitrogen - Kjeldahl"
"2223879","0.03","1045","25 Hydroxy Vitamin D "
"2223880","0.1","1045","Total Vitamin D2 (mcg units)"
"2223881","0.911","1045","Total Vitamin D3 (mcg units)"
"2223882","2.63","1061","Cholesterol"
"2223884","0.79","1022","Ash"
"2223885","0.1","1019","Fat - Mojonnier"
"2223886","90.8","1027","Moisture - Forced Air Oven"
"2223887","0.52","1018","Nitrogen - Kjeldahl"
"2223888","0.03","1045","25 Hydroxy Vitamin D "
"2223889","0.1","1045","Total Vitamin D2 (mcg units)"
"2223890","0.952","1045","Total Vitamin D3 (mcg units)"
"2223891","2.33","1061","Cholesterol"
"2223893","0.65","1022","Ash"
"2223894","0.05","1019","Fat - Mojonnier"
"2223895","91.2","1027","Moisture - Forced Air Oven"
"2223896","0.52","1018","Nitrogen - Kjeldahl"
"2223897","0.03","1045","25-Hydroxy Vitamin D"
"2223898","0.1","1045","Total Vitamin D2 (mcg units)"
"2223899","0.979","1045","Total Vitamin D3 (mcg units)"
"2223900","2.31","1061","Cholesterol"
"2223902","","1042","10:0 Decanoic (Capric)"
"2223903","","1042","11:0 Undecanoic"
"2223904","0.001","1042","12:0 Dodecanoic (Lauric)"
"2223905","","1042","12:1 Dodecenoic"
"2223906","0.008","1042","14:0 Tetradecanoic (Myristic)"
"2223907","","1042","14:1 Tetradecenoic (Myristoleic)"
"2223908","","1042","14:1 trans-Tetradecenoic"
"2223909","0.002","1042","15:0 Pentadecanoic"
"2223910","","1042","15:1 Pentadecenoic"
"2223911","0.023","1042","16:0 Hexadecanoic (Palmitic)"
"2223912","0.001","1042","16:1 Hexadecenoic (Palmitoleic)"
"2223913","","1042","16:1 trans-Hexadecenoic"
"2223914","","1042","17:0 Heptadecanoic (Margaric)"
"2223915","","1042","17:1 Heptadecenoic (Margaroleic)"
"2223916","0.01","1042","18:0 Octadecanoic (Stearic)"
"2223917","0.036","1042","18:1 Octadecenoic (incl. Oleic)"
"2223918","0.003","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2223919","","1042","18:2 conj Linoleic"
"2223920","0.008","1042","18:2 Octadecadienoic (Linoleic)"
"2223921","","1042","18:2 trans-Octadecadienoic"
"2223922","","1042","18:3 g-Linolenic"
"2223923","","1042","18:3 Octadecatrienoic (Linolenic)"
"2223924","","1042","18:3 trans-Octadecatrienoic"
"2223925","","1042","18:4 Octadecatetraenoic (Moroctic)"
"2223926","","1042","20:0 Eicosanoic (Arachidic)"
"2223927","","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2223928","","1042","20:1 trans-Eicosenoic"
"2223929","","1042","20:2 Eicosadienoic"
"2223930","","1042","20:3 11,14,17-Eicosatrienoic"
"2223931","","1042","20:3 5,8,11-Eicosatrienoic"
"2223932","","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2223933","","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2223934","","1042","20:5 Eicosapentaenoic"
"2223935","","1042","21:0 Heneicosanoic"
"2223936","","1042","22:0 Docosanoic (Behenic)"
"2223937","","1042","22:1 Cetoleic"
"2223938","","1042","22:1 Docosaenoic (Erucic)"
"2223939","","1042","22:1 trans-Docosaenoic (Brassidic)"
"2223940","","1042","22:2 Docosadienoic"
"2223941","","1042","22:3 Docosatrienoic"
"2223942","","1042","22:4 Docosatetraenoic"
"2223943","","1042","22:5 Docosapentaenoic"
"2223944","","1042","22:6 Docosahexaenoic"
"2223945","","1042","23:0 Tricosanoic"
"2223946","","1042","24:0 Tetracosanoic (Lignoceric)"
"2223947","","1042","24:1 Tetracosaenoic (Nervonic)"
"2223948","0.004","1042","4:0 Butanoic (Butyric)"
"2223949","","1042","5:0 Pentanoic (Valeric)"
"2223950","0.001","1042","6:0 Hexanoic (Caproic)"
"2223951","","1042","7:0 Heptanoic (Enanthic)"
"2223952","0.002","1042","8:0 Octanoic (Caprylic)"
"2223953","","1042","9:0 Nonanoic (Pelargonic)"
"2223954","0.04","1042","Total Cis MUFA"
"2223955","0.01","1042","Total Cis PUFA"
"2223956","0.05","1042","Total SFA"
"2223957","","1042","Total Trans FA"
"2223958","0.14","1040","Alanine"
"2223959","0.15","1040","Arginine"
"2223960","0.34","1040","Aspartic Acid"
"2223961","0.04","1040","Cysteine"
"2223962","0.99","1040","Glutamic Acid"
"2223963","0.08","1040","Glycine"
"2223964","0.11","1040","Histidine"
"2223965","0.01","1040","Hydroxyproline"
"2223966","0.22","1040","Isoleucine"
"2223967","0.41","1040","Leucine"
"2223968","0.36","1040","Lysine"
"2223969","0.11","1040","Methionine"
"2223970","0.2","1040","Phenylalanine"
"2223971","0.4","1040","Proline"
"2223972","0.23","1040","Serine"
"2223973","0.19","1040","Threonine"
"2223974","0.06","1040","Tryptophan"
"2223975","0.2","1040","Tyrosine"
"2223976","0.26","1040","Valine"
"2223977","0.52","1022","Ash"
"2223978","0.08","1019","Fat - Mojonnier"
"2223979","90.8","1027","Moisture - Forced Air Oven"
"2223980","0.53","1018","Nitrogen - Kjeldahl"
"2223981","0.03","1045","25-Hydroxy Vitamin D"
"2223982","0.1","1045","Total Vitamin D2 (mcg units)"
"2223983","0.984","1045","Total Vitamin D3 (mcg units)"
"2223984","3","1010","Selenium"
"2223985","","1051","alpha-Carotene"
"2223986","","1051","alpha-Cryptoxanthin"
"2223987","","1051","beta-Cryptoxanthin"
"2223988","2.09","1051","cis-beta-Carotene"
"2223989","","1051","cis-Lutein/Zeaxanthin"
"2223990","","1051","cis-Lycopene"
"2223991","1.5","1051","Lutein"
"2223992","4.39","1051","Total beta-Carotene "
"2223993","","1051","Total Lycopene"
"2223994","2.3","1051","trans-beta-Carotene"
"2223995","","1051","trans-Lycopene"
"2223996","0.604","1051","Zeaxanthin"
"2223997","0","1052","alpha-Tocopherol"
"2223998","","1052","alpha-Tocotrienol"
"2223999","","1052","beta-Tocopherol"
"2224000","","1052","beta-Tocotrienol"
"2224001","","1052","delta-Tocopherol"
"2224002","","1052","delta-Tocotrienol"
"2224003","","1052","gamma-Tocopherol"
"2224004","","1052","gamma-Tocotrienol"
"2224005","0.874","1043","Betaine"
"2224006","3.37","1043","Choline"
"2224007","10.7","1043","GPC"
"2224008","1.58","1043","PCho"
"2224009","0.71","1043","PtdCho"
"2224010","0.853","1043","SM"
"2224011","17.2","1043","Total Cho"
"2224012","126","1009","Calcium"
"2224013","0.005","1009","Copper"
"2224014","0.05","1009","Iron"
"2224015","12.2","1009","Magnesium"
"2224016","0.0025","1009","Manganese"
"2224017","102","1009","Phosphorus"
"2224018","154","1009","Potassium"
"2224019","38.7","1009","Sodium"
"2224020","0.415","1009","Zinc"
"2224021","6","1017","Folates (may contain folic acid)"
"2224022","0.1","1014","Niacin"
"2224023","3","1010","Selenium"
"2224024","2.62","1061","Cholesterol"
"2224025","0.15","1066","Fructose"
"2224026","0.15","1066","Galactose"
"2224027","0.15","1066","Glucose"
"2224028","5.29","1066","Lactose"
"2224029","0.15","1066","Maltose"
"2224030","0.15","1066","Sucrose"
"2224031","0.38","1037","Pantothenic acid"
"2224032","0.048","1034","Vitamin B1 (Thiamine HCl)"
"2224033","0.492","1039","Vitamin B12"
"2224034","0.131","1035","Vitamin B2 (riboflavin)"
"2224035","0.057","1072","Vitamin B6 (pyridoxine HCL)"
"2224038","1.3","1022","Ash"
"2224039","0.15","1019","Fat - Mojonnier"
"2224040","91.2","1027","Moisture - Forced Air Oven"
"2224041","0.55","1018","Nitrogen - Kjeldahl"
"2224042","0.03","1045","25 Hydroxy Vitamin D "
"2224043","0.1","1045","Total Vitamin D2 (mcg units)"
"2224044","0.877","1045","Total Vitamin D3 (mcg units)"
"2224045","","1051","alpha-Carotene"
"2224046","","1051","alpha-Cryptoxanthin"
"2224047","","1051","beta-Cryptoxanthin"
"2224048","","1051","cis-beta-Carotene"
"2224049","","1051","cis-Lutein/Zeaxanthin"
"2224050","","1051","cis-Lycopene"
"2224051","","1051","Lutein"
"2224052","","1051","Total beta-Carotene "
"2224053","","1051","Total Lycopene"
"2224054","","1051","trans-beta-Carotene"
"2224055","","1051","trans-Lycopene"
"2224056","","1051","Zeaxanthin"
"2224057","0","1052","alpha-Tocopherol"
"2224058","","1052","alpha-Tocotrienol"
"2224059","","1052","beta-Tocopherol"
"2224060","","1052","beta-Tocotrienol"
"2224061","","1052","delta-Tocopherol"
"2224062","","1052","delta-Tocotrienol"
"2224063","","1052","gamma-Tocopherol"
"2224064","","1052","gamma-Tocotrienol"
"2224065","0.615","1043","Betaine"
"2224066","3.25","1043","Choline"
"2224067","13.1","1043","GPC"
"2224068","2.03","1043","PCho"
"2224069","0.827","1043","PtdCho"
"2224070","1.05","1043","SM"
"2224071","20.3","1043","Total Cho"
"2224072","2.92","1061","Cholesterol"
"2224074","0.001","1042","10:0 Decanoic (Capric)"
"2224075","","1042","11:0 Undecanoic"
"2224076","0.002","1042","12:0 Dodecanoic (Lauric)"
"2224077","","1042","12:1 Dodecenoic"
"2224078","0.005","1042","14:0 Tetradecanoic (Myristic)"
"2224079","","1042","14:1 Tetradecenoic (Myristoleic)"
"2224080","","1042","14:1 trans-Tetradecenoic"
"2224081","0.001","1042","15:0 Pentadecanoic"
"2224082","","1042","15:1 Pentadecenoic"
"2224083","0.015","1042","16:0 Hexadecanoic (Palmitic)"
"2224084","0.001","1042","16:1 Hexadecenoic (Palmitoleic)"
"2224085","","1042","16:1 trans-Hexadecenoic"
"2224086","","1042","17:0 Heptadecanoic (Margaric)"
"2224087","","1042","17:1 Heptadecenoic (Margaroleic)"
"2224088","0.005","1042","18:0 Octadecanoic (Stearic)"
"2224089","0.011","1042","18:1 Octadecenoic (incl. Oleic)"
"2224090","","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2224091","","1042","18:2 conj Linoleic"
"2224092","0.003","1042","18:2 Octadecadienoic (Linoleic)"
"2224093","","1042","18:2 trans-Octadecadienoic"
"2224094","","1042","18:3 g-Linolenic"
"2224095","","1042","18:3 Octadecatrienoic (Linolenic)"
"2224096","","1042","18:3 trans-Octadecatrienoic"
"2224097","","1042","18:4 Octadecatetraenoic (Moroctic)"
"2224098","","1042","20:0 Eicosanoic (Arachidic)"
"2224099","","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2224100","","1042","20:1 trans-Eicosenoic"
"2224101","","1042","20:2 Eicosadienoic"
"2224102","","1042","20:3 11,14,17-Eicosatrienoic"
"2224103","","1042","20:3 5,8,11-Eicosatrienoic"
"2224104","","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2224105","","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2224106","","1042","20:5 Eicosapentaenoic"
"2224107","","1042","21:0 Heneicosanoic"
"2224108","","1042","22:0 Docosanoic (Behenic)"
"2224109","","1042","22:1 Cetoleic"
"2224110","","1042","22:1 Docosaenoic (Erucic)"
"2224111","","1042","22:1 trans-Docosaenoic (Brassidic)"
"2224112","","1042","22:2 Docosadienoic"
"2224113","","1042","22:3 Docosatrienoic"
"2224114","","1042","22:4 Docosatetraenoic"
"2224115","","1042","22:5 Docosapentaenoic"
"2224116","","1042","22:6 Docosahexaenoic"
"2224117","","1042","23:0 Tricosanoic"
"2224118","","1042","24:0 Tetracosanoic (Lignoceric)"
"2224119","","1042","24:1 Tetracosaenoic (Nervonic)"
"2224120","0.003","1042","4:0 Butanoic (Butyric)"
"2224121","","1042","5:0 Pentanoic (Valeric)"
"2224122","0.001","1042","6:0 Hexanoic (Caproic)"
"2224123","","1042","7:0 Heptanoic (Enanthic)"
"2224124","","1042","8:0 Octanoic (Caprylic)"
"2224125","","1042","9:0 Nonanoic (Pelargonic)"
"2224126","0.01","1042","Total Cis MUFA"
"2224127","","1042","Total Cis PUFA"
"2224128","0.03","1042","Total SFA"
"2224129","","1042","Total Trans FA"
"2224130","0.12","1040","Alanine"
"2224131","0.13","1040","Arginine"
"2224132","0.3","1040","Aspartic Acid"
"2224133","0.03","1040","Cysteine"
"2224134","0.84","1040","Glutamic Acid"
"2224135","0.07","1040","Glycine"
"2224136","0.11","1040","Histidine"
"2224137","0.01","1040","Hydroxyproline"
"2224138","0.18","1040","Isoleucine"
"2224139","0.35","1040","Leucine"
"2224140","0.3","1040","Lysine"
"2224141","0.09","1040","Methionine"
"2224142","0.17","1040","Phenylalanine"
"2224143","0.36","1040","Proline"
"2224144","0.21","1040","Serine"
"2224145","0.17","1040","Threonine"
"2224146","0.04","1040","Tryptophan"
"2224147","0.17","1040","Tyrosine"
"2224148","0.23","1040","Valine"
"2224149","0.69","1022","Ash"
"2224150","0.06","1019","Fat - Mojonnier"
"2224151","92.8","1027","Moisture - Forced Air Oven"
"2224152","0.55","1018","Nitrogen - Kjeldahl"
"2224153","0.03","1045","25 Hydroxy Vitamin D "
"2224154","0.1","1045","Total Vitamin D2 (mcg units)"
"2224155","0.968","1045","Total Vitamin D3 (mcg units)"
"2224156","3.35","1010","Selenium"
"2224157","","1051","alpha-Carotene"
"2224158","","1051","alpha-Cryptoxanthin"
"2224159","","1051","beta-Cryptoxanthin"
"2224160","","1051","cis-beta-Carotene"
"2224161","","1051","cis-Lutein/Zeaxanthin"
"2224162","","1051","cis-Lycopene"
"2224163","","1051","Lutein"
"2224164","","1051","Total beta-Carotene "
"2224165","","1051","Total Lycopene"
"2224166","","1051","trans-beta-Carotene"
"2224167","","1051","trans-Lycopene"
"2224168","","1051","Zeaxanthin"
"2224169","","1052","alpha-Tocopherol"
"2224170","","1052","alpha-Tocotrienol"
"2224171","","1052","beta-Tocopherol"
"2224172","","1052","beta-Tocotrienol"
"2224173","","1052","delta-Tocopherol"
"2224174","","1052","delta-Tocotrienol"
"2224175","","1052","gamma-Tocopherol"
"2224176","","1052","gamma-Tocotrienol"
"2224177","0.866","1043","Betaine"
"2224178","3.19","1043","Choline"
"2224179","11.8","1043","GPC"
"2224180","2.38","1043","PCho"
"2224181","0.83","1043","PtdCho"
"2224182","0.998","1043","SM"
"2224183","19.2","1043","Total Cho"
"2224184","144","1009","Calcium"
"2224185","0.00559","1009","Copper"
"2224186","0.0499","1009","Iron"
"2224187","13.4","1009","Magnesium"
"2224188","0.00278","1009","Manganese"
"2224189","118","1009","Phosphorus"
"2224190","186","1009","Potassium"
"2224191","45.8","1009","Sodium"
"2224192","0.525","1009","Zinc"
"2224193","6","1017","Folates (may contain folic acid)"
"2224194","0.13","1014","Niacin"
"2224195","3.35","1010","Selenium"
"2224196","2.53","1061","Cholesterol"
"2224197","0.15","1066","Fructose"
"2224198","0.15","1066","Galactose"
"2224199","0.15","1066","Glucose"
"2224200","4.87","1066","Lactose"
"2224201","0.15","1066","Maltose"
"2224202","0.15","1066","Sucrose"
"2224203","0.455","1037","Pantothenic acid"
"2224204","0.06","1034","Vitamin B1 (Thiamine HCl)"
"2224205","0.545","1039","Vitamin B12"
"2224206","0.139","1035","Vitamin B2 (riboflavin)"
"2224207","0.064","1072","Vitamin B6 (pyridoxine HCL)"
"2224210","0.004","1042","10:0 Decanoic (Capric)"
"2224211","","1042","11:0 Undecanoic"
"2224212","0.004","1042","12:0 Dodecanoic (Lauric)"
"2224213","","1042","12:1 Dodecenoic"
"2224214","0.014","1042","14:0 Tetradecanoic (Myristic)"
"2224215","0.001","1042","14:1 Tetradecenoic (Myristoleic)"
"2224216","","1042","14:1 trans-Tetradecenoic"
"2224217","0.002","1042","15:0 Pentadecanoic"
"2224218","","1042","15:1 Pentadecenoic"
"2224219","0.035","1042","16:0 Hexadecanoic (Palmitic)"
"2224220","0.001","1042","16:1 Hexadecenoic (Palmitoleic)"
"2224221","","1042","16:1 trans-Hexadecenoic"
"2224222","","1042","17:0 Heptadecanoic (Margaric)"
"2224223","","1042","17:1 Heptadecenoic (Margaroleic)"
"2224224","0.015","1042","18:0 Octadecanoic (Stearic)"
"2224225","0.021","1042","18:1 Octadecenoic (incl. Oleic)"
"2224226","0.001","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2224227","","1042","18:2 conj Linoleic"
"2224228","0.005","1042","18:2 Octadecadienoic (Linoleic)"
"2224229","","1042","18:2 trans-Octadecadienoic"
"2224230","","1042","18:3 g-Linolenic"
"2224231","","1042","18:3 Octadecatrienoic (Linolenic)"
"2224232","","1042","18:3 trans-Octadecatrienoic"
"2224233","","1042","18:4 Octadecatetraenoic (Moroctic)"
"2224234","","1042","20:0 Eicosanoic (Arachidic)"
"2224235","","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2224236","","1042","20:1 trans-Eicosenoic"
"2224237","","1042","20:2 Eicosadienoic"
"2224238","","1042","20:3 11,14,17-Eicosatrienoic"
"2224239","","1042","20:3 5,8,11-Eicosatrienoic"
"2224240","","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2224241","","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2224242","","1042","20:5 Eicosapentaenoic"
"2224243","","1042","21:0 Heneicosanoic"
"2224244","","1042","22:0 Docosanoic (Behenic)"
"2224245","","1042","22:1 Cetoleic"
"2224246","","1042","22:1 Docosaenoic (Erucic)"
"2224247","","1042","22:1 trans-Docosaenoic (Brassidic)"
"2224248","","1042","22:2 Docosadienoic"
"2224249","","1042","22:3 Docosatrienoic"
"2224250","","1042","22:4 Docosatetraenoic"
"2224251","","1042","22:5 Docosapentaenoic"
"2224252","","1042","22:6 Docosahexaenoic"
"2224253","","1042","23:0 Tricosanoic"
"2224254","","1042","24:0 Tetracosanoic (Lignoceric)"
"2224255","","1042","24:1 Tetracosaenoic (Nervonic)"
"2224256","0.005","1042","4:0 Butanoic (Butyric)"
"2224257","","1042","5:0 Pentanoic (Valeric)"
"2224258","0.002","1042","6:0 Hexanoic (Caproic)"
"2224259","","1042","7:0 Heptanoic (Enanthic)"
"2224260","0.001","1042","8:0 Octanoic (Caprylic)"
"2224261","","1042","9:0 Nonanoic (Pelargonic)"
"2224262","0.02","1042","Total Cis MUFA"
"2224263","0.01","1042","Total Cis PUFA"
"2224264","0.08","1042","Total SFA"
"2224265","","1042","Total Trans FA"
"2224266","0.14","1040","Alanine"
"2224267","0.15","1040","Arginine"
"2224268","0.35","1040","Aspartic Acid"
"2224269","0.05","1040","Cysteine"
"2224270","1.01","1040","Glutamic Acid"
"2224271","0.08","1040","Glycine"
"2224272","0.11","1040","Histidine"
"2224273","0.01","1040","Hydroxyproline"
"2224274","0.22","1040","Isoleucine"
"2224275","0.42","1040","Leucine"
"2224276","0.37","1040","Lysine"
"2224277","0.11","1040","Methionine"
"2224278","0.2","1040","Phenylalanine"
"2224279","0.41","1040","Proline"
"2224280","0.24","1040","Serine"
"2224281","0.19","1040","Threonine"
"2224282","0.06","1040","Tryptophan"
"2224283","0.2","1040","Tyrosine"
"2224284","0.26","1040","Valine"
"2224285","0.82","1022","Ash"
"2224286","0.15","1019","Fat - Mojonnier"
"2224287","89.3","1027","Moisture - Forced Air Oven"
"2224288","0.65","1018","Nitrogen - Kjeldahl"
"2224289","0.03","1045","25-Hydroxy Vitamin D"
"2224290","0.1","1045","Total Vitamin D2 (mcg units)"
"2224291","1.39","1045","Total Vitamin D3 (mcg units)"
"2224292","3.19","1010","Selenium"
"2224293","153","1009","Calcium"
"2224294","0.00591","1009","Copper"
"2224295","0.0499","1009","Iron"
"2224296","14.5","1009","Magnesium"
"2224297","0.00285","1009","Manganese"
"2224298","122","1009","Phosphorus"
"2224299","184","1009","Potassium"
"2224300","47.2","1009","Sodium"
"2224301","0.518","1009","Zinc"
"2224302","6.3","1017","Folates (may contain folic acid)"
"2224303","0.11","1014","Niacin"
"2224304","3.19","1010","Selenium"
"2224305","0.18","1057","Total Lipid"
"2224306","3.21","1061","Cholesterol"
"2224307","0.15","1066","Fructose"
"2224308","0.15","1066","Galactose"
"2224309","0.15","1066","Glucose"
"2224310","5.58","1066","Lactose"
"2224311","0.15","1066","Maltose"
"2224312","0.15","1066","Sucrose"
"2224313","0.371","1037","Pantothenic acid"
"2224314","0.055","1034","Vitamin B1 (Thiamine HCl)"
"2224315","0.595","1039","Vitamin B12"
"2224316","0.188","1035","Vitamin B2 (riboflavin)"
"2224317","0.072","1072","Vitamin B6 (pyridoxine HCL)"
"2224320","0.002","1042","10:0 Decanoic (Capric)"
"2224321","","1042","11:0 Undecanoic"
"2224322","0.001","1042","12:0 Dodecanoic (Lauric)"
"2224323","","1042","12:1 Dodecenoic"
"2224324","0.006","1042","14:0 Tetradecanoic (Myristic)"
"2224325","","1042","14:1 Tetradecenoic (Myristoleic)"
"2224326","","1042","14:1 trans-Tetradecenoic"
"2224327","0.001","1042","15:0 Pentadecanoic"
"2224328","","1042","15:1 Pentadecenoic"
"2224329","0.016","1042","16:0 Hexadecanoic (Palmitic)"
"2224330","","1042","16:1 Hexadecenoic (Palmitoleic)"
"2224331","","1042","16:1 trans-Hexadecenoic"
"2224332","","1042","17:0 Heptadecanoic (Margaric)"
"2224333","","1042","17:1 Heptadecenoic (Margaroleic)"
"2224334","0.007","1042","18:0 Octadecanoic (Stearic)"
"2224335","0.005","1042","18:1 Octadecenoic (incl. Oleic)"
"2224336","","1042","18:1 trans-Octadecenoic (incl. Elaidic)"
"2224337","","1042","18:2 conj Linoleic"
"2224338","0.002","1042","18:2 Octadecadienoic (Linoleic)"
"2224339","","1042","18:2 trans-Octadecadienoic"
"2224340","","1042","18:3 g-Linolenic"
"2224341","","1042","18:3 Octadecatrienoic (Linolenic)"
"2224342","","1042","18:3 trans-Octadecatrienoic"
"2224343","","1042","18:4 Octadecatetraenoic (Moroctic)"
"2224344","","1042","20:0 Eicosanoic (Arachidic)"
"2224345","","1042","20:1 Eicosenoic (incl. Gadoleic)"
"2224346","","1042","20:1 trans-Eicosenoic"
"2224347","","1042","20:2 Eicosadienoic"
"2224348","","1042","20:3 11,14,17-Eicosatrienoic"
"2224349","","1042","20:3 5,8,11-Eicosatrienoic"
"2224350","","1042","20:3 8,11,14-Eicosatrienoic (gamma)"
"2224351","","1042","20:4  Eicosatetraenoic (Arachidonic)"
"2224352","","1042","20:5 Eicosapentaenoic"
"2224353","","1042","21:0 Heneicosanoic"
"2224354","","1042","22:0 Docosanoic (Behenic)"
"2224355","","1042","22:1 Cetoleic"
"2224356","","1042","22:1 Docosaenoic (Erucic)"
"2224357","","1042","22:1 trans-Docosaenoic (Brassidic)"
"2224358","","1042","22:2 Docosadienoic"
